id. Response ID;submitdate. Date submitted;Month Year[subm...Date submitted];Month[Month Yea...ate submitted]];Year[Month Year...ate submitted]];lastpage. Last page;Carmain;Previous PHEVs;Previous BEVs;Previous HEVs;Previous CNGs;Household Income;Importance of reducing greenhouse gas emissions (-3 not important, 3 important);Home ownership (own 1);Home Type (detached 1);Highest Level of Education;Longest trip in the last 12 months;Number of trips over 200 miles in the last 12 months;One-way commute distance;Number of people in the household;Age;Gender (Male 1);Number of vehicles in the household;Annual VMT Estimate ;FCV, BEV Dummy
PHASE_1_4284;04.05.2015 20:43;Mai 15;5;2015;43;2013 Toyota Prius Plug-in;0;0;0;0;175000;1,67;1;1;3;268;0;1,17;4;35;0;2;10912,8;
PHASE_1_4285;04.05.2015 21:09;Mai 15;5;2015;43;2013 Tesla Model S;0;0;0;0;275000;0,14;1;1;3;104,72;25;19,29;2;75;0;3;22129,41176;1
PHASE_1_4286;;;;;29;2013 Nissan Leaf;0;0;0;0;;;;;;249,17;0;14,45;4;45;0;3;;1
PHASE_1_4287;04.05.2015 20:39;Mai 15;5;2015;43;2014 Toyota RAV4 EV;1;0;0;0;225000;2,65;0;1;3;551,42;0;22,56;4;35;0;2;15960;1
PHASE_1_4288;04.05.2015 20:22;Mai 15;5;2015;43;2012 Tesla Model S;;;;;;;;;;;;;;;;1;;1
PHASE_1_4289;04.05.2015 21:10;Mai 15;5;2015;43;2013 Nissan Leaf;0;0;0;0;;2,71;1;1;2;1156,55;3;17,39;5;45;0;3;10105,26316;1
PHASE_1_4290;04.05.2015 21:01;Mai 15;5;2015;43;2012 Toyota Prius Plug-in;0;0;0;0;125000;-1,05;1;1;4;464,64;0;18,88;4;45;0;2;18098,625;
PHASE_1_4291;04.05.2015 21:00;Mai 15;5;2015;43;2014 Nissan Leaf;0;0;0;0;125000;1,26;1;1;3;906,84;0;20,06;2;35;0;3;14000;1
PHASE_1_4292;04.05.2015 20:24;Mai 15;5;2015;43;2014 Mitsubishi i-MiEV;;;;;;;;;;;;;;;;1;;1
PHASE_1_4293;04.05.2015 20:56;Mai 15;5;2015;43;2013 Ford Fusion Energi;0;0;0;0;225000;1,8;1;1;4;232,42;2;5,21;3;55;1;4;8054;
PHASE_1_4294;04.05.2015 20:50;Mai 15;5;2015;43;2013 Toyota Prius Plug-in;0;0;0;0;275000;2,68;1;1;4;142,06;1;4,24;3;35;0;2;6886,956522;
PHASE_1_4295;04.05.2015 21:32;Mai 15;5;2015;43;2011 Chevrolet Volt;0;0;0;0;125000;2,28;1;1;4;392,62;5;1,78;2;65;0;2;12315,78947;
PHASE_1_4296;04.05.2015 20:46;Mai 15;5;2015;43;2013 Nissan Leaf;0;0;0;0;325000;-3;1;1;4;379,72;0;31,18;7;35;0;2;11971,42857;1
PHASE_1_4297;04.05.2015 21:15;Mai 15;5;2015;43;2013 Ford Focus Electric;0;0;0;0;175000;2,45;1;1;4;421,49;0;5,07;4;45;0;2;7600;1
PHASE_1_4298;04.05.2015 21:31;Mai 15;5;2015;43;2014 Toyota Prius Plug-in;0;0;1;0;175000;1,37;1;1;2;423,2;10;19,73;4;55;1;5;20602,8;
PHASE_1_4299;04.05.2015 21:03;Mai 15;5;2015;43;2014 Toyota RAV4 EV;0;0;1;0;325000;2,78;1;1;4;501,76;0;17,46;2;45;1;2;10500;1
PHASE_1_4300;04.05.2015 21:15;Mai 15;5;2015;43;2014 Chevrolet Spark EV;0;0;0;0;125000;0,69;1;1;2;284,16;0;40,09;4;;;2;22909,09091;1
PHASE_1_4301;04.05.2015 21:17;Mai 15;5;2015;43;2012 Chevrolet Volt;0;0;0;0;175000;2,78;0;0;4;279,68;3;50,06;4;35;0;2;50171,42857;
PHASE_1_4302;04.05.2015 21:04;Mai 15;5;2015;43;2014 BMW i3;0;0;0;0;175000;2,42;0;0;3;107,35;2;8,64;2;45;0;1;10261,5;
PHASE_1_4303;;;;;3;2015 toyota Rav4;;;;;;;;;;;;;;;;1;;1
PHASE_1_4304;04.05.2015 21:55;Mai 15;5;2015;43;2014 Cadillac ELR;0;0;0;0;125000;-3;1;1;3;133,73;1;38,03;2;75;0;2;13653,33333;
PHASE_1_4305;04.05.2015 21:37;Mai 15;5;2015;43;2014 Nissan Leaf;0;0;0;0;125000;2,71;1;1;4;329,58;0;24,24;4;35;0;2;10907;1
PHASE_1_4306;04.05.2015 21:20;Mai 15;5;2015;43;2014 Honda Accord Plug-in Hybrid;0;0;1;0;175000;2,8;1;1;4;233,18;3;11,17;2;55;0;2;11513,14286;
PHASE_1_4307;04.05.2015 21:26;Mai 15;5;2015;43;2014 Toyota Prius Plug-in;0;0;1;0;175000;0,93;1;1;4;377,09;6;18,16;4;55;0;4;15377,14286;
PHASE_1_4308;04.05.2015 21:00;Mai 15;5;2015;43;2014 Nissan Leaf;0;0;0;0;225000;1,53;1;1;4;240,87;0;20,29;5;35;0;3;10666,66667;1
PHASE_1_4309;04.05.2015 21:17;Mai 15;5;2015;43;2013 Toyota RAV4 EV;0;0;0;0;125000;2,7;1;1;4;118,26;0;9,24;2;35;;2;11236,36364;1
PHASE_1_4310;04.05.2015 21:46;Mai 15;5;2015;43;2013 Toyota Prius Plug-in;0;0;0;0;125000;1,9;1;1;2;513,66;2;7,54;5;45;0;2;12376,5;
PHASE_1_4311;;;;;7;2014 Chevrolet Volt;;;;;;;;;;;;;;;;3;;
PHASE_1_4312;;;;;3;2015 Chevrolet Volt;;;;;;;;;;;;;;;;1;;
PHASE_1_4314;04.05.2015 21:05;Mai 15;5;2015;43;2014 Nissan Leaf;1;0;0;0;;0;1;1;3;997,94;0;27,93;4;55;1;4;17760;1
PHASE_1_4316;04.05.2015 21:30;Mai 15;5;2015;43;2013 Nissan Leaf;0;1;0;0;;-2,76;1;1;3;364,92;0;5,1;4;55;0;4;11135,29412;1
PHASE_1_4317;04.05.2015 21:48;Mai 15;5;2015;43;2013 Nissan Leaf;0;0;0;0;;2,67;1;1;1;;0;18,29;4;45;1;1;13593,47368;1
PHASE_1_4318;04.05.2015 21:32;Mai 15;5;2015;43;2014 Nissan Leaf;;;;;;2,64;1;1;4;390,85;0;2,27;2;75;0;2;2333,333333;1
PHASE_1_4319;04.05.2015 21:23;Mai 15;5;2015;43;2014 Toyota Prius Plug-in;0;0;0;0;375000;2,62;1;1;4;441,97;8;23,3;2;45;0;2;13412;
PHASE_1_4320;04.05.2015 21:24;Mai 15;5;2015;43;2013 Ford C-Max Energi;0;0;0;0;75000;;1;1;3;366,22;1;18,68;3;45;1;2;15828;
PHASE_1_4321;04.05.2015 21:28;Mai 15;5;2015;43;2014 Toyota Prius Plug-in;0;0;0;0;500000;-3;1;1;4;200,58;0;44,79;2;55;0;3;8117,647059;
PHASE_1_4322;04.05.2015 21:36;Mai 15;5;2015;43;2012 Toyota Prius Plug-in;0;0;1;0;75000;2,95;1;1;3;373,86;5;7,26;2;75;0;3;8000;
PHASE_1_4323;04.05.2015 21:16;Mai 15;5;2015;43;2014 Ford Fusion Energi;0;0;0;0;225000;1,79;1;1;3;65,18;4;24,68;4;45;0;2;12923,07692;
PHASE_1_4324;;;;;35;2014 Ford C-Max Energi;0;0;0;0;;;;;;272,13;1;5,92;2;25;1;2;;
PHASE_1_4325;04.05.2015 21:51;Mai 15;5;2015;43;2013 Toyota Prius Plug-in;0;0;1;0;125000;2,86;1;1;4;847,22;1;11,4;4;65;0;4;10179,31034;
PHASE_1_4326;04.05.2015 21:43;Mai 15;5;2015;43;2014 BMW i3;0;0;0;0;500000;-0,93;1;1;4;336,94;0;11,18;4;55;0;4;7745,454545;1
PHASE_1_4327;04.05.2015 21:34;Mai 15;5;2015;43;2013 Nissan Leaf;0;0;1;0;225000;2,54;1;1;3;352,26;0;32,53;4;45;1;3;17920;1
PHASE_1_4328;04.05.2015 21:21;Mai 15;5;2015;43;2014 Ford Fusion Energi;0;0;0;0;175000;2,67;0;;2;97,25;0;12,87;2;55;1;2;12000;
PHASE_1_4329;04.05.2015 21:24;Mai 15;5;2015;43;2012 Chevrolet Volt;0;0;1;0;75000;2,62;1;1;4;;0;3,6;2;65;0;1;7887,6;
PHASE_1_4330;04.05.2015 21:29;Mai 15;5;2015;43;2013 Nissan Leaf;0;0;0;0;175000;2,1;1;1;4;116,54;0;7,66;4;45;0;2;12417,3913;1
PHASE_1_4331;;;;;11;2014 Smart fortwo;0;0;0;0;;;;;;;;;;;;2;;1
PHASE_1_4332;04.05.2015 21:27;Mai 15;5;2015;43;2012 Nissan Leaf;0;0;0;0;275000;2,6;1;1;4;145,37;0;6,75;5;45;0;4;8400;1
PHASE_1_4333;04.05.2015 22:04;Mai 15;5;2015;43;2014 BMW i3;0;1;1;0;225000;2,78;1;1;4;570,65;0;10,11;2;65;0;3;3036;
PHASE_1_4334;04.05.2015 21:47;Mai 15;5;2015;43;2013 Chevrolet Volt;0;0;0;0;325000;0,31;1;1;3;327,94;1;30,47;2;55;1;2;26000;
PHASE_1_4335;;;;;3;2011 Nissan Leaf;;;;;;;;;;;;;;;;1;;1
PHASE_1_4336;04.05.2015 21:19;Mai 15;5;2015;43;2013 Toyota Prius Plug-in;0;0;1;0;;;1;1;3;745,55;2;12,9;2;55;0;2;14831,17241;
PHASE_1_4337;04.05.2015 21:28;Mai 15;5;2015;43;2012 Chevrolet Volt;0;0;0;0;125000;;1;1;2;385,48;1;19,79;5;55;0;5;13687,5;
PHASE_1_4338;04.05.2015 21:23;Mai 15;5;2015;43;2014 Toyota Prius Plug-in;0;0;0;0;125000;1,22;1;1;4;;0;14,21;3;25;0;2;20571,42857;
PHASE_1_4339;;;;;42;2014 Chevrolet Volt;0;0;0;0;75000;2,78;1;1;2;505,17;2;16,03;3;65;0;2;;
PHASE_1_4340;05.05.2015 21:21;Mai 15;5;2015;43;2012 Toyota Prius Plug-in;0;0;1;0;475000;1,37;1;1;4;132,32;0;12,53;3;65;0;3;8400;
PHASE_1_4341;04.05.2015 21:33;Mai 15;5;2015;43;2012 Tesla Model S;0;1;0;0;225000;2,43;0;0;4;435,06;25;24,93;2;35;0;1;22551,72414;1
PHASE_1_4342;04.05.2015 21:56;Mai 15;5;2015;43;2014 Nissan Leaf;0;0;0;0;50000;2,67;0;0;4;261,93;2;12,77;2;35;0;2;12800;1
PHASE_1_4343;04.05.2015 21:59;Mai 15;5;2015;43;2013 Chevrolet Volt;0;0;0;0;275000;-2,67;1;1;4;;0;58,06;2;55;0;3;35364,70588;
PHASE_1_4344;04.05.2015 21:44;Mai 15;5;2015;43;2013 Tesla Model S;0;0;1;0;;2,4;1;1;3;580,28;2;2,2;2;75;1;4;8640;1
PHASE_1_4345;04.05.2015 21:31;Mai 15;5;2015;43;2013 Tesla Model S;0;0;0;0;500000;2,78;1;1;2;;0;;2;65;1;2;5108,181818;1
PHASE_1_4346;04.05.2015 22:11;Mai 15;5;2015;43;2013 Toyota RAV4 EV;0;0;0;0;125000;2,48;1;1;3;384,55;0;2,48;2;75;1;3;4500;1
PHASE_1_4347;04.05.2015 21:44;Mai 15;5;2015;43;2014 Toyota Prius Plug-in;0;0;0;0;325000;2,78;1;1;3;97,28;18000;18,1;4;45;0;2;14823,52941;
PHASE_1_4348;04.05.2015 21:37;Mai 15;5;2015;43;2014 Ford Fusion Energi;0;1;1;0;425000;2,87;1;1;4;392,56;0;4,57;5;45;0;3;9333,333333;
PHASE_1_4349;04.05.2015 23:02;Mai 15;5;2015;43;2013 Nissan Leaf;0;0;1;0;175000;2,78;1;1;3;131,71;0;38,35;4;45;0;2;18250;1
PHASE_1_4350;04.05.2015 21:33;Mai 15;5;2015;43;2012 Toyota Prius Plug-in;0;0;0;0;225000;-2,45;1;1;4;368,64;5;32,1;1;65;0;2;20545,45455;
PHASE_1_4351;04.05.2015 21:14;Mai 15;5;2015;43;2014 Nissan Leaf;;;;;;;;;;;;;;;;1;;1
PHASE_1_4352;04.05.2015 22:36;Mai 15;5;2015;43;2013 Nissan Leaf;0;1;0;0;125000;2,62;0;1;3;400,65;0;11,96;6;35;0;3;7428,571429;1
PHASE_1_4353;;;;;4;2014 Chevrolet Volt;;;;;;;;;;;;;;;;1;;
PHASE_1_4354;04.05.2015 21:47;Mai 15;5;2015;43;2012 Tesla Model S;1;0;0;0;;2,83;1;1;3;;6;;5;;;4;9692,307692;1
PHASE_1_4355;04.05.2015 22:00;Mai 15;5;2015;43;2014 Chevrolet Volt;0;0;0;0;225000;2,65;1;1;4;513,45;0;3,08;4;65;0;3;4800;
PHASE_1_4356;04.05.2015 21:37;Mai 15;5;2015;43;2014 Tesla Model S;0;0;0;0;500000;1,22;1;1;4;;0;10,14;2;75;0;3;14557,09091;1
PHASE_1_4357;;;;;31;2013 Toyota Prius Plug-in;0;0;0;0;;;;;;363,46;5;16,25;2;35;0;2;;
PHASE_1_4358;04.05.2015 21:42;Mai 15;5;2015;43;2014 Ford Fusion Energi;0;0;0;0;275000;-1,41;1;0;3;1072,41;3;3,06;2;75;0;3;8100;
PHASE_1_4359;04.05.2015 21:47;Mai 15;5;2015;43;2013 Chevrolet Volt;0;0;0;0;225000;-0,78;0;1;3;683,49;1;10,94;4;45;0;3;12500;
PHASE_1_4360;04.05.2015 21:35;Mai 15;5;2015;43;2015 Nissan Leaf;0;0;0;0;425000;1,52;1;1;4;285,31;0;3,21;5;35;1;4;-48000;1
PHASE_1_4361;04.05.2015 22:03;Mai 15;5;2015;43;2014 Chevrolet Spark EV;0;0;0;0;125000;1,67;1;1;4;419,72;0;34,34;5;45;0;5;17538,46154;1
PHASE_1_4362;04.05.2015 21:41;Mai 15;5;2015;43;2012 Toyota Prius Plug-in;0;0;0;0;175000;0;1;1;4;336,62;0;25,69;5;35;1;3;16153,84615;
PHASE_1_4363;04.05.2015 21:55;Mai 15;5;2015;43;2013 Toyota Prius Plug-in;0;0;1;0;175000;0,63;1;1;3;432,96;5;;3;45;1;2;35538,46154;
PHASE_1_4364;04.05.2015 22:07;Mai 15;5;2015;43;2014 Honda Fit EV;0;0;0;0;125000;1,88;1;1;4;567,95;0;10,97;4;55;0;3;11139,75;1
PHASE_1_4365;04.05.2015 21:53;Mai 15;5;2015;43;2013 Chevrolet Volt;0;0;0;0;125000;2,14;1;1;4;515,99;2;20,08;1;65;1;1;12000;
PHASE_1_4366;;;;;4;2015 Chevrolet Volt;;;;;;;;;;;;;;;;1;;
PHASE_1_4367;;;;;9;2014 BMW i3;0;0;0;0;;;;;;;;;;;;3;;
PHASE_1_4368;;;;;42;2013 Chevrolet Volt;0;0;0;0;125000;2,61;1;1;4;410,36;20;27,69;4;25;1;4;;
PHASE_1_4369;04.05.2015 22:05;Mai 15;5;2015;43;2014 Toyota Prius Plug-in;0;0;1;0;125000;1,94;1;1;3;59,3;3;20,95;1;55;1;1;12464;
PHASE_1_4370;04.05.2015 22:05;Mai 15;5;2015;43;2015 Nissan Leaf;0;0;0;0;125000;1,67;1;0;4;121,29;0;7,24;2;35;0;2;-48000;1
PHASE_1_4371;05.05.2015 12:54;Mai 15;5;2015;43;2014 BMW i3;0;0;1;0;125000;2,66;1;1;3;449,05;3;7,23;3;75;0;4;7437,333333;
PHASE_1_4372;04.05.2015 22:23;Mai 15;5;2015;43;2015 Nissan Leaf;0;1;0;0;50000;2,52;0;1;2;;0;15,65;1;25;0;1;11028;1
PHASE_1_4373;04.05.2015 22:28;Mai 15;5;2015;43;2013 Toyota Prius Plug-in;0;0;0;0;125000;0;1;0;4;470,37;5;5,88;2;55;1;2;19295,36842;
PHASE_1_4374;04.05.2015 21:45;Mai 15;5;2015;43;2012 Chevrolet Volt;;;;;;;;;;;;;;;;1;;
PHASE_1_4375;13.05.2015 17:15;Mai 15;5;2015;43;2014 Ford Fusion Energi;0;1;1;0;;2,5;1;1;4;199,79;5;25,94;3;65;0;4;17647,05882;
PHASE_1_4376;04.05.2015 22:03;Mai 15;5;2015;43;2014 Chevrolet Volt;0;0;0;0;175000;1,99;0;0;2;;0;9,42;1;45;0;1;6741,333333;
PHASE_1_4377;04.05.2015 22:26;Mai 15;5;2015;43;2014 Toyota Prius Plug-in;0;0;1;0;75000;1,16;1;1;3;155,74;0;19,72;3;55;0;4;13846,15385;
PHASE_1_4378;04.05.2015 22:04;Mai 15;5;2015;43;2013 Chevrolet Volt;1;0;0;0;225000;2,8;0;0;4;102,83;0;24,98;3;45;0;3;13818,18182;
PHASE_1_4379;04.05.2015 22:26;Mai 15;5;2015;43;2013 Chevrolet Volt;0;0;1;0;175000;2,52;0;0;3;345,95;8;17,3;2;35;1;1;9500;
PHASE_1_4380;04.05.2015 22:19;Mai 15;5;2015;43;2014 BMW i3;0;0;0;0;275000;1,26;1;1;4;397,43;0;37,49;2;65;0;3;15720;
PHASE_1_4381;04.05.2015 22:43;Mai 15;5;2015;43;2014 Toyota Prius Plug-in;0;0;1;0;225000;2,52;1;1;4;374;2;28,46;2;65;1;2;18825;
PHASE_1_4382;04.05.2015 22:19;Mai 15;5;2015;43;2013 Toyota Prius Plug-in;0;0;1;0;500000;2,24;1;1;4;112,37;10;19,65;4;35;0;3;15000;
PHASE_1_4383;06.05.2015 21:55;Mai 15;5;2015;43;2013 Nissan Leaf;0;0;1;0;225000;-2,59;1;1;3;266,3;0;30,66;3;65;0;4;14347,82609;1
PHASE_1_4384;;;;;3;2013 Nissan Leaf;;;;;;;;;;;;;;;;1;;1
PHASE_1_4385;04.05.2015 22:31;Mai 15;5;2015;43;2012 Toyota RAV4 EV;0;0;0;0;225000;2,82;1;0;4;143,8;0;15,85;1;65;1;3;11040;1
PHASE_1_4386;04.05.2015 22:19;Mai 15;5;2015;43;2013 Ford Fusion Energi;0;0;0;0;275000;-3;1;1;2;81,47;1;14,42;4;35;0;2;10200;
PHASE_1_4387;05.05.2015 16:09;Mai 15;5;2015;43;2013 Nissan Leaf;0;0;0;0;;2,61;1;1;4;779,96;0;20,81;4;45;0;2;17250;1
PHASE_1_4388;04.05.2015 22:34;Mai 15;5;2015;43;2013 Toyota RAV4 EV;1;0;0;0;125000;-1,76;1;1;4;96,12;0;2,35;4;45;0;3;8842,105263;1
PHASE_1_4389;04.05.2015 22:26;Mai 15;5;2015;43;2015 Ford Fusion Energi;1;0;0;0;75000;-2,89;1;1;4;;0;12,55;3;35;0;2;7203;
PHASE_1_4390;;;;;30;2015 Nissan Leaf;0;0;1;0;;;;;;344,71;0;3,32;2;45;0;2;;1
PHASE_1_4391;04.05.2015 22:41;Mai 15;5;2015;43;2014 Chevrolet Volt;0;0;0;0;225000;2,1;1;1;3;226,13;1;12,73;4;35;0;2;10680;
PHASE_1_4392;04.05.2015 22:19;Mai 15;5;2015;43;2012 Toyota Prius Plug-in;0;0;1;0;375000;-3;1;1;4;208,05;0;20,55;4;35;0;2;8615,384615;
PHASE_1_4393;04.05.2015 22:46;Mai 15;5;2015;43;2013 Tesla Model S;0;0;1;0;275000;-1,63;1;1;4;257,13;6;12,14;4;35;0;2;16363,63636;1
PHASE_1_4394;06.05.2015 07:14;Mai 15;5;2015;43;2013 Toyota Prius Plug-in;0;0;0;1;225000;2,16;1;1;4;371,61;2;19,38;3;55;1;3;11987,55556;
PHASE_1_4395;04.05.2015 23:04;Mai 15;5;2015;43;2013 Ford C-Max Energi;0;0;0;0;50000;2,64;1;;3;244,05;1;2,59;1;75;0;1;2052,631579;
PHASE_1_4396;04.05.2015 23:13;Mai 15;5;2015;43;2015 Chevrolet Volt;0;0;0;0;125000;0,23;1;1;3;469,46;0;4,75;3;45;1;2;27728;
PHASE_1_4397;04.05.2015 22:34;Mai 15;5;2015;43;2014 Fiat 500e;0;0;0;0;125000;2,85;1;0;2;119,34;0;15,24;2;35;1;2;8894,769231;1
PHASE_1_4398;04.05.2015 23:03;Mai 15;5;2015;43;2013 Toyota Prius Plug-in;0;0;0;0;175000;2,65;1;1;3;;0;0,04;3;65;1;2;8193,103448;
PHASE_1_4399;;;;;4;2013 Chevrolet Volt;;;;;;;;;;;;;;;;1;;
PHASE_1_4400;04.05.2015 22:45;Mai 15;5;2015;43;2013 Ford Fusion Energi;0;0;0;0;325000;0;0;1;3;;0;14,48;4;25;0;3;18351,78947;
PHASE_1_4401;04.05.2015 22:43;Mai 15;5;2015;43;2014 Nissan Leaf;0;1;1;0;275000;2,76;1;1;4;323,5;0;8,35;4;55;0;2;9960;1
PHASE_1_4402;06.05.2015 21:09;Mai 15;5;2015;43;2013 Nissan Leaf;0;0;0;0;125000;1,17;0;1;4;49,32;0;19,64;3;35;1;3;11111,11111;1
PHASE_1_4403;;;;;26;2014 Chevrolet Volt;0;0;1;0;;;;;;86,78;1;11,01;2;35;1;2;;
PHASE_1_4404;04.05.2015 22:34;Mai 15;5;2015;43;2014 Toyota Prius Plug-in;0;0;1;0;50000;2,63;0;1;3;134,24;2;16,56;4;55;0;2;31200;
PHASE_1_4409;;;;;3;2014 Nissan Leaf;;;;;;;;;;;;;;;;1;;1
PHASE_1_4406;;;;;9;2014 Chevrolet Volt;0;0;1;0;;;;;;;;;;;;2;;
PHASE_1_4407;17.05.2015 19:54;Mai 15;5;2015;43;2013 Nissan Leaf;0;0;1;0;;-2,33;1;1;3;259,16;0;22,22;4;45;0;3;12500;1
PHASE_1_4408;09.05.2015 21:22;Mai 15;5;2015;43;2013 Tesla Model S;1;0;1;0;175000;;1;1;4;378,56;1;8,37;2;65;0;2;106504;1
PHASE_1_4410;04.05.2015 23:50;Mai 15;5;2015;43;2012 Nissan Leaf;0;0;0;0;175000;2,18;1;1;4;618,22;0;20,96;2;65;0;3;11000;1
PHASE_1_4411;13.05.2015 19:33;Mai 15;5;2015;43;2013 Toyota Prius Plug-in;0;0;1;0;75000;2,18;1;1;2;369,73;6;62,37;5;45;0;4;40000;
PHASE_1_4412;04.05.2015 22:58;Mai 15;5;2015;43;2014 Tesla Model S;0;1;0;0;275000;2,88;1;1;4;464,28;0;14,92;3;35;0;3;4125;1
PHASE_1_4413;04.05.2015 23:10;Mai 15;5;2015;43;2014 Chevrolet Volt;0;0;0;0;125000;-1,45;0;1;3;349,16;1;1,76;4;35;0;3;16000;
PHASE_1_4414;04.05.2015 23:18;Mai 15;5;2015;43;2014 Chevrolet Volt;1;0;1;0;275000;1,02;1;1;4;253,25;0;21,63;3;55;0;3;15157,89474;
PHASE_1_4415;04.05.2015 23:36;Mai 15;5;2015;43;2014 Nissan Leaf;1;1;0;0;175000;2,8;1;1;3;;0;21,74;7;55;0;3;13300;1
PHASE_1_4416;04.05.2015 23:41;Mai 15;5;2015;43;2014 Nissan Leaf;0;0;0;0;;2,47;1;1;3;463,59;0;3,36;4;45;0;3;10950;1
PHASE_1_4417;05.05.2015 01:04;Mai 15;5;2015;43;2013 Tesla Model S;0;1;0;0;325000;-2,65;1;1;4;550,88;8;7,53;5;45;0;2;13482,5;1
PHASE_1_4418;05.05.2015 07:27;Mai 15;5;2015;43;2014 Chevrolet Volt;0;0;0;0;225000;1,4;1;1;3;395,25;0;26,73;4;55;0;4;20205,6;
PHASE_1_4419;04.05.2015 23:31;Mai 15;5;2015;43;2013 Tesla Model S;0;0;0;0;375000;2,69;1;1;4;1012,23;6;41,27;2;65;0;2;28320;1
PHASE_1_4420;04.05.2015 23:26;Mai 15;5;2015;43;2013 Toyota Prius Plug-in;0;0;1;0;175000;-2,07;1;1;4;282,24;50;70,07;2;45;0;2;24571,42857;
PHASE_1_4421;04.05.2015 23:21;Mai 15;5;2015;43;2013 Ford C-Max Energi;0;0;0;0;;1,91;1;1;4;125,07;0;7,92;1;45;0;3;7770;
PHASE_1_4422;04.05.2015 23:53;Mai 15;5;2015;43;2015 Nissan Leaf;0;0;1;0;75000;2,55;1;1;2;474,44;0;17,57;2;55;0;4;10133,33333;1
PHASE_1_4423;04.05.2015 23:49;Mai 15;5;2015;43;2014 Cadillac ELR;0;0;0;0;425000;-0,77;1;1;4;408,09;1;12,12;2;75;0;3;10714,28571;
PHASE_1_4424;04.05.2015 23:49;Mai 15;5;2015;43;2013 Toyota Prius Plug-in;0;0;0;0;50000;2,5;0;0;3;107,41;5;10,46;2;55;0;1;23302,56;
PHASE_1_4425;05.05.2015 00:04;Mai 15;5;2015;43;2012 Toyota Prius Plug-in;0;0;0;0;75000;2,94;1;1;4;540,24;1;8,51;2;75;0;2;13354,83871;
PHASE_1_4426;;;;;7;2013 Ford Fusion Energi;;;;;;;;;;;;;;;;1;;
PHASE_1_4427;04.05.2015 23:54;Mai 15;5;2015;43;2014 Ford Fusion Energi;0;0;1;0;;0;1;1;3;;0;30,12;2;55;1;3;16903,2;
PHASE_1_4428;04.05.2015 23:50;Mai 15;5;2015;43;2014 Toyota Prius Plug-in;0;0;0;0;175000;1,55;0;0;3;391,66;5;4,19;2;35;0;2;23513,53846;
PHASE_1_4429;05.05.2015 00:00;Mai 15;5;2015;43;2014 Honda Fit EV;0;0;0;0;125000;-2,2;;1;4;440,83;3;50,33;2;35;0;2;10800;1
PHASE_1_4430;05.05.2015 00:07;Mai 15;5;2015;43;2013 Tesla Model S;0;0;0;0;;2,59;1;1;2;153,08;1;1,9;2;55;0;5;2117,647059;1
PHASE_1_4431;;;;;9;2014 Ford C-Max Energi;1;0;0;0;;;;;;;;;;;;3;;
PHASE_1_4432;05.05.2015 00:33;Mai 15;5;2015;43;2013 Toyota Prius Plug-in;0;0;1;0;;1,7;1;1;2;;0;3,8;3;18;0;2;2072,727273;
PHASE_1_4433;05.05.2015 00:47;Mai 15;5;2015;43;2015 Tesla Model S;0;1;0;0;;;1;1;3;112,28;12;12,15;2;55;0;4;7956;1
PHASE_1_4434;05.05.2015 01:00;Mai 15;5;2015;43;2014 Fiat 500e;0;0;0;0;50000;;;0;2;218,24;20;2,22;2;35;0;1;8033,454545;1
PHASE_1_4435;;;;;9;2013 Ford Focus Electric;1;0;0;0;;;;;;;;;4;45;0;3;;1
PHASE_1_4436;05.05.2015 02:29;Mai 15;5;2015;43;2014 BMW i3;;;;;;;;;;;;;;;;1;;
PHASE_1_4437;05.05.2015 05:55;Mai 15;5;2015;43;2014 BMW i3;0;0;1;0;175000;2,79;0;1;4;391,6;0;5,93;3;45;0;2;6420;1
PHASE_1_4438;05.05.2015 05:27;Mai 15;5;2015;43;2014 Tesla Model S;0;0;0;1;;2,74;1;1;4;351,15;0;23,5;4;65;0;4;53158;1
PHASE_1_4439;05.05.2015 05:10;Mai 15;5;2015;43;2014 Ford Fusion Energi;1;0;0;0;75000;-1,62;0;;3;251,06;5;27,6;2;45;1;3;20509,09091;
PHASE_1_4440;05.05.2015 11:47;Mai 15;5;2015;43;2011 Nissan Leaf;1;0;0;0;225000;;1;1;2;333,8;0;47,33;3;55;0;3;13046;1
PHASE_1_4441;;;;;25;2015 Tesla Model S;0;1;0;0;;;;;;;5;5,14;3;45;0;1;;1
PHASE_1_4442;05.05.2015 06:29;Mai 15;5;2015;43;2014 Ford Fusion Energi;0;0;0;0;275000;0,37;1;1;3;119,4;5;47,47;2;55;0;3;21276,92308;
PHASE_1_4443;;;;;28;2014 Toyota Prius Plug-in;0;0;0;0;;;;;;155,17;0;10,04;4;35;0;2;;
PHASE_1_4444;05.05.2015 07:02;Mai 15;5;2015;43;2014 Ford Fusion Energi;0;0;0;0;125000;2,66;1;1;2;239,32;5;;4;45;1;3;25600;
PHASE_1_4445;05.05.2015 07:25;Mai 15;5;2015;43;2012 Chevrolet Volt;0;0;0;0;125000;2,48;1;1;3;69,13;1;65,27;2;65;0;2;40746,58065;
PHASE_1_4446;05.05.2015 06:43;Mai 15;5;2015;43;2014 Ford Fusion Energi;0;0;1;0;125000;2,86;1;1;3;211,77;4;67,54;3;35;1;2;30266,66667;
PHASE_1_4447;;;;;13;2014 Toyota Prius Plug-in;0;0;1;0;;;;;;;;;4;35;0;2;;
